47193	1
22796	0
43175	3
16731	3
13453	1
7014	2
35258	2
53468	0
60751	3
26247	3
8811	3
1077	1
4882	2
36256	0
55001	1
27212	0
40967	3
17707	3
12949	1
7266	2
36664	0
55197	1
27630	2
41462	2
50418	2
62320	0
64945	1
32464	0
48705	1
24072	0
44581	1
17946	2
45612	0
56343	3
28451	3
10137	1
1004	0
38391	3
19187	3
12401	1
7472	0
36497	1
22112	0
43577	1
16412	0
46383	3
23191	3
10339	3
313	1
5276	0
35695	3
20919	3
11475	3
1857	1
5000	0
36325	1
22266	2
43644	0
49215	3
29983	3
15023	3
6231	3
2307	3
4265	1
3412	0
38531	3
19049	1
12340	0
40211	3
20129	1
13912	0
39437	1
18470	2
45338	2
56492	0
61271	3
26499	3
9193	1
1524	0
37619	3
19569	1
14128	0
39825	1
18912	0
45305	1
23932	0
44735	3
18015	3
12815	3
7207	3
3867	3
6061	1
3030	2
37314	2
52424	0
63301	1
31626	2
47588	0
55547	3
27005	1
8382	2
34142	2
53902	2
60518	2
59194	2
58268	0
58863	3
25335	3
9331	3
817	1
5520	0
35553	1
20600	0
44349	1
18078	2
45678	2
56374	2
61202	2
59296	0
58329	1
26060	0
41671	3
17483	3
13061	1
7594	2
36564	0
54851	3
27145	1
8228	0
34075	3
21165	1
11350	2
34562	2
54184	0
60885	1
26306	2
41544	0
50181	1
29482	2
48532	0
57059	3
28281	1
9788	0
33311	3
21551	3
11031	3
419	3
5337	1
2892	0
37255	3
19691	3
14197	1
7090	2
35280	0
53441	1
27976	0
42629	1
17002	2
46132	0
56083	3
27041	1
8408	0
34125	1
21126	2
44138	2
50996	0
62355	3
32225	1
16120	0
40573	1
20030	2
46622	2
55854	2
59414	2
57634	2
58520	0
58221	1
26038	2
41682	2
50240	0
62217	1
32164	0
48859	3
24141	1
11782	2
34346	2
53780	0
60451	3
26393	1
9132	0
34263	3
21187	3
11337	1
1796	0
37803	3
19925	1
14018	2
39496	0
51205	1
28970	2
48276	0
57187	3
28601	1
10204	0
33743	3
21959	3
10955	3
69	1
5386	2
35492	0
53339	3
27917	1
9894	2
33370	2
54284	0
60199	3
24987	3
9453	1
886	2
38322	2
51920	0
61505	1
32008	0
48805	1
24154	2
44556	0
50727	3
29211	3
15405	1
7958	2
36770	2
55256	0
60365	1
25030	2
42186	2
49988	0
62859	3
31461	1
14458	2
39228	0
51359	3
29039	3
15543	3
8019	3
3969	1
6120	0
35829	1
20978	2
44272	0
51057	1
29616	0
48593	1
24256	0
44617	1
17924	0
45611	3
23573	1
12066	2
34712	0
54253	1
28150	2
42738	2
49776	0
62513	1
31504	0
47521	1
22744	0
43341	1
16518	2
46442	2
55988	0
59475	3
24833	1
9384	0
33621	1
21890	2
43752	0
49269	1
30002	2
47760	0
55393	1
26936	0
41117	1
17774	2
45750	2
56402	2
61184	0
59305	1
25556	0
42435	3
17097	1
13380	0
39691	3
18853	1
12506	2
40268	0
52871	3
30315	3
14901	1
6162	2
35104	0
53401	1
28012	0
42679	3
16979	3
13313	1
6952	0
35221	1
20706	2
44408	0
50877	1
29278	2
48142	2
57126	2
61338	2
59372	0
58359	3
26099	3
8945	1
1136	0
37681	1
19856	0
46817	1
23160	0
43069	1
16670	2
46254	2
56150	2
59778	2
57576	0
58741	1
25266	2
42064	0
49921	1
30120	0
47829	1
22594	2
43272	0
49317	1
30042	2
47756	0
55399	3
26939	3
8349	1
1390	2
37558	2
52306	2
63232	0
64425	1
31188	0
47299	3
22857	1
10372	0
33131	3
21685	1
11090	2
33152	0
54505	1
27508	0
41395	3
17617	1
13120	0
40329	1
20196	0
46715	3
23101	1
10270	2
33070	2
54422	2
60258	2
57784	0
58589	1
25422	2
42374	2
49898	2
62580	0
64307	3
31121	1
14560	0
39289	1
18620	0
45407	3
23695	3
12135	3
1979	3
5085	1
3534	2
38598	2
51786	2
61444	0
64811	3
32405	1
15970	2
40504	0
52765	1
30254	2
47638	2
55330	2
59672	0
57517	1
25942	2
41602	2
50280	0
62261	1
32146	2
48864	0
56953	1
28220	0
42527	3
16943	3
13335	3
6947	3
2457	1
4332	0
36215	3
22195	3
10833	1
0	0
38185	1
19092	0
45155	3
23865	1
11932	0
34415	3
21047	3
11283	3
1825	1
5016	0
36333	1
22262	2
43634	2
49200	0
62737	1
31392	0
47193	1
22796	0
43175	3
16731	3
13453	1
7014	2
35258	2
53468	0
60751	3
26247	3
8811	3
1077	1
4882	2
36256	0
55001	1
27212	0
40967	3
17707	3
12949	1
7266	2
36664	0
55197	1
27630	2
41462	2
50418	2
62320	0
64945	1
32464	0
48705	1
24072	0
44581	1
17946	2
45612	0
56343	3
28451	3
10137	1
1004	0
38391	3
19187	3
12401	1
7472	0
36497	1
22112	0
43577	1
16412	0
46383	3
23191	3
10339	3
313	1
5276	0
35695	3
20919	3
11475	3
1857	1
5000	0
36325	1
22266	2
43644	0
49215	3
29983	3
15023	3
6231	3
2307	3
4265	1
3412	0
38531	3
19049	1
12340	0
40211	3
20129	1
13912	0
39437	1
18470	2
45338	2
56492	0
61271	3
26499	3
9193	1
1524	0
37619	3
19569	1
14128	0
39825	1
18912	0
45305	1
23932	0
44735	3
18015	3
12815	3
7207	3
3867	3
6061	1
3030	2
37314	2
52424	0
63301	1
31626	2
47588	0
55547	3
27005	1
8382	2
34142	2
53902	2
60518	2
59194	2
58268	0
58863	3
25335	3
9331	3
817	1
5520	0
35553	1
20600	0
44349	1
18078	2
45678	2
